"appname","appid","metadata_category","metadata_severity","metadata_comment","metadata_link","metadata_reference"
"Azure Cosmos DB Virtual Network To Network Resource Provider","57c0fc58-a83a-41d0-8ae9-08952659bdfd","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SharePoint Online Client","57fb890c-0dab-4253-a5e0-7188c88b2bb4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Flow","57fcbcfa-7cee-4eb1-8b25-12d2030b4ee0","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure RBAC Data Plane","5861f7fb-5582-4c1a-83c0-fc5ffdb531a6","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Key Vault Managed HSM","589d5083-6f11-4d30-a62a-a4b316a14abf","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure AD Identity Governance Insights","58c746b0-a0b0-4647-a8f6-12dde5981638","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"M365 Pillar Diagnostics Service","58ea322b-940c-4d98-affb-345ec4cccb92","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AzNS EventHub Action","58ef1dbd-684c-47d6-8ffc-61ea7a197b95","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Online Search SSO [Community Contributed]","5a4eed13-c4c4-4b4c-9506-334ab200bf31","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Messaging Bot API Application","5a807f24-c9de-44ee-a3a7-329e88a00ffc","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Information Protection","5b20c633-9a48-4a5f-95f6-dae91879051f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Portal RP","5b3b270a-b9ad-46e7-9bbb-a866897c4dc7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Outlook","5d661950-3475-41cd-a2c3-d671a3162bc1","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"CABProvisioning","5da7367f-09c8-493e-8fd4-638089cddec3","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Internet resources with Global Secure Access","5dc48733-b5df-475c-a49b-fa307ef00853","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Teams Web Client","5e3ce6c0-2b1f-4285-8d4b-75ee78787346","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Regional Service Manager","5e5e43d4-54da-4211-86a4-c6e7f3715801","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Change Management","601d4e27-7bb3-4dee-8199-90d47d527e1c","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Verifiable Credentials Issuer Service","603b8c59-ba28-40ff-83d1-408eee9a93e5","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Report Message [Community Contributed]","6046742c-3aee-485e-a4ac-92ab7199db2e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"StreamToSubstrateRepl","607e1f95-b519-4bac-8a15-6196f40e8977","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Machine Learning Singularity","607ece82-f922-494f-88b8-30effaf12214","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Azure IPAM","60b2e7d5-a27f-426d-a6b1-acced0846fdf","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Enterprise Roaming and Backup","60c8bde5-3167-4f92-8fdb-059f6176dc0f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Defender for Identity (formerly Radius Aad Syncer)","60ca1954-583c-4d1f-86de-39d835f3e452","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Defender for Identity","60ca1954-583c-4d1f-86de-39d835f3e452","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Managed Disks Resource Provider","60e6cd67-9c8c-4951-9b3c-23c25a2169af","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SpoolsProvisioning","61109738-7d2b-4a0b-9fe3-660b1ff83505","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"MsgDataMgmt","61a63147-3824-45f5-a186-ace3f4c9daeb","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Iris Provider EOP Web Service","61c28d8b-814f-4a57-9c7f-8cd0580aead2","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Machine Learning OpenAI","61c50b89-703d-431d-8d80-1e8618748775","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Flow Portal","6204c1d1-4712-4c46-a7d9-3ed63d992682","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Teams ACL management service","6208afad-753e-4995-bbe1-1dfd204b3030","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"OMSOctopiPROD","62256cef-54c0-4cb4-bcac-4c67989bdc40","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Edge Insider Addons Prod","6253bca8-faf2-4587-8f2f-b056d80998a7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Message Header Analyzer [Community Contributed]","62916641-fc48-44ae-a2a3-163811f1c945","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Teams AadSync","62b732f7-fc71-40bc-b27d-35efcb0509de","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"ACR-Tasks-Network","62c559cd-db0c-4da0-bab2-972528c65d42","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Zero Trust Assessment TBD","62f85080-9912-4a16-b0be-aff63ee2eeea","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Scripts Service","62fd1447-0ef3-4ab7-a956-7dd05232ecc1","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"CalendarReplication","6326e366-9d6d-4c70-b22a-34c7ea72d73d","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Dynamics CRM Online Administration","637fcc9f-4a9b-4aaa-8713-a2a3cfda1505","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Intune SCCM Connector","63e61dc2-f593-4a6f-92b9-92e4d2c03d4f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"CompliancePolicy","644c1b11-f63f-45fa-826b-a9d2801db711","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"CMAT","64a7b174-5779-4506-b54c-fbb0d80f1c9b","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Teams Bots","64f79cb9-9c82-4199-b85b-77e35b7dcbcb","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"People Profile Event Proxy","65c8bd9e-caac-4816-be98-0692f41191bc","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Approval Management","65d91a3d-ab74-42e6-8a2f-0add61688c74","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AML Inferencing Frontdoor - Staging","6608bce8-e060-4e82-bfd2-67ed4f60262f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Fluid Framework Preview","660d4be7-2665-497f-9611-a42c2668dbce","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"IAMTenantCrawler","66244124-575c-4284-92bc-fdd00e669cea","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Planner","66375f6b-983f-4c2c-9701-d680650f588f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office 365 Search Service","66a88757-258c-4c72-893c-3e8bed4d6899","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Skype Core Calling Service","66c23536-2118-49d3-bc66-54730b057680","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Office Web Apps Service","67e3df25-268a-4324-a550-0de1c7f97287","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Online Service LEGACY","67e3df25-268a-4324-a550-0de1c7f97287","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office365 Shell SS-Server Default","6872b314-67ab-4a16-98e7-a663b0f772c3","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure AD Assessment","68bc31c0-f891-4f4c-9309-c6104f7be41b","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AEM-DualAuth","69893ee3-dd10-4b1c-832d-4870354be3d8","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Files","69dda2a9-33ca-4ed0-83fb-a9b7b8973ff4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
