pipe_name,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_tool_type,metadata_usage,metadata_comment,metadata_reference,metadata_regex_cortex
\RemCom_Commuincation,PSEXEC like / Impacket,Remcom,Lateral Movement,https://github.com/kavika13/RemCom/blob/45e902f957c2d1bba519f5c2d47d1e6e8de648d0/RemCom.h,high,low,high,greyware_tool,Hunting,,https://n7wera.notion.site/Modifing-Impacket-to-avoid-detection-4df93e4bdbdc439988d79864774af569,^RemCom_Commuincation$
\ahexec,HEUR:RemoteAdmin.Linux.Winexe.a (KASPERSKY),RemoteAdmin.Linux,Malware,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,high,,high,greyware_tool,Hunting,,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,^ahexec$
\ahexec_stderr,HEUR:RemoteAdmin.Linux.Winexe.a (KASPERSKY),RemoteAdmin.Linux,Malware,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,high,,high,greyware_tool,Hunting,,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,^ahexec_stderr$
\ahexec_stdin,HEUR:RemoteAdmin.Linux.Winexe.a (KASPERSKY),RemoteAdmin.Linux,Malware,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,high,,high,greyware_tool,Hunting,,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,^ahexec_stdin$
\ahexec_stdout,HEUR:RemoteAdmin.Linux.Winexe.a (KASPERSKY),RemoteAdmin.Linux,Malware,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,high,,high,greyware_tool,Hunting,,https://www.trendmicro.com/vinfo/ae/threat-encyclopedia/malware/HackTool.Linux.WinExe.A/,^ahexec_stdout$
\RPC_DEEP_INTEGRATION_PIPE*,RemotePCLauncher.exe and RPCPerfViewer.exe behavior from RemotePC RMM,RemotePC,RMM,https://www.remotedesktop.com/,high,none,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemotePC.csv,^RPC_DEEP_INTEGRATION_PIPE.*
\RPCViewerCom,RemotePCUIU.exe behavior from RemotePC RMM,RemotePC,RMM,https://www.remotedesktop.com/,high,none,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemotePC.csv,^RPCViewerCom$
\RMSFUSClient*,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by '\Remote Utilities - Host\rfusclient.exe' and '\Remote Utilities - Host\rutserv.exe',https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RMSFUSClient.*
\RManFUSServerNotify32,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by '\Program Files (x86)\Remote Utilities - Host\rfusclient.exe' and '\Program Files (x86)\Remote Utilities - Host\rutserv.exe',https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RManFUSServerNotify32$
\RManFUSCallbackNotify32,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by 'Remote Utilities - Host\rutserv.exe',https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RManFUSCallbackNotify32$
\RMSPrint*,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by 'Remote Utilities - Host\rutserv.exe',https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RMSPrint.*
\RMS-Mini-Id-Local-Settings,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Server\InternetIdService.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RMS-Mini-Id-Local-Settings$
\RMS-Mini-Id-Settings-Notify,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Server\InternetIdService.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RMS-Mini-Id-Settings-Notify$
\BuhphoneAgentAPIViewer,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Viewer\rutview.exe and \rutserv.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^BuhphoneAgentAPIViewer$
\Local\RManChatServer,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Viewer\rutview.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^Local\RManChatServer$
\RMS-Terminal-*,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Viewer\rutview.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv,^RMS-Terminal-.*
\RevShell,Named_Pipe_Reverse_Shell tool,RevShell,C2,https://github.com/BlackHat-Ashura/Named_Pipe_Reverse_Shell/blob/a62b02d413a2b3e2daa971044fa4b6a4d187a1b5/Named%20Pipe%20Reverse%20Shell.cpp#L15,critical,none,critical,offensive_tool,detection rule,,https://github.com/BlackHat-Ashura/Named_Pipe_Reverse_Shell/blob/a62b02d413a2b3e2daa971044fa4b6a4d187a1b5/Named%20Pipe%20Reverse%20Shell.cpp#L15,^RevShell$
\RoguePotato,RoguePotato,RoguePotato,Privilege Escalation,https://github.com/antonioCoco/RoguePotato/blob/d6156c309107de4cb72747e2fa84ca77a9fb5808/RogueOxidResolver/main.cpp#L12,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RoguePotato.csv,^RoguePotato$
\atctl,RPC-Backdoor default pipe name,RPC-Backdoor,Persistence,https://github.com/eladshamir/RPC-Backdoor/blob/e564a4290ddec18144112559b56d8130b9db2c52/RpcServer/RpcServer.cpp#L317,medium,low,high,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RPC-Backdoor.csv,^atctl$
\pipey,faxhell / printjacker / RpcSsImpersonator - Elevation to SYSTEM,RpcSsImpersonator,Privilege Escalation,https://github.com/Al1ex/WindowsElevation/blob/e8fa2760f0ea29d1cdc759c623021d5ab7b715e2/RpcSsImpersonator/src/impersonate/impersonate/dllmain.c#L676,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^pipey$
\RustDesk\query,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv,^RustDesk\query$
\RustDesk\query_cm,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv,^RustDesk\query_cm$
\RustDesk\query_portable_service*,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv,^RustDesk\query_portable_service.*
\RustDesk\query_service,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv,^RustDesk\query_service$
\__rust_anonymous_pipe1*,used by RustDesk for remote control and other legitimate tools,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,medium,medium,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv,^__rust_anonymous_pipe1.*
\Teste,RustRedOps Named Pipe Client / Server,RustRedOps,Exploitation,https://github.com/joaoviictorti/RustRedOps/blob/1b8d25c9692f8effd03dea677f349dc0e882c5f3/Named_Pipe_Client_Server/src/client.rs#L14,medium,low,medium,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustRedOps.csv,^Teste$
\46a676ab7f179e511e30dd2dc41bd388,project sauron apt,sauron,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,^46a676ab7f179e511e30dd2dc41bd388$
\9f81f59bc58452127884ce513865ed20,project sauron apt,sauron,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,^9f81f59bc58452127884ce513865ed20$
\e710f28d59aa529d6792ca6ff0ca1b34,project sauron apt,sauron,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,^e710f28d59aa529d6792ca6ff0ca1b34$
\rpchlp_3,project sauron apt,sauron,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,^rpchlp_3$
\*-*ServerRead,used by Connectwise Screenconnect client RMM tool,Screenconnect,RMM,https://screenconnect.connectwise.com/,high,medium,medium,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/ScreenConnect.csv,^.*-.*ServerRead$
\*-*ServerWrite,used by Connectwise Screenconnect client RMM tool,Screenconnect,RMM,https://screenconnect.connectwise.com/,high,medium,medium,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/ScreenConnect.csv,^.*-.*ServerWrite$
\mimi,A method of bypassing EDR's active projection DLL's by preventing entry point exection,SharpBlock,Defense Evasion,https://github.com/CCob/SharpBlock/blob/master/README.md,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SharpBlock.csv,^mimi$
\ShitSecure,SharpNamedPipePTH - Pass the Hash to a named pipe for token Impersonation,SharpNamedPipePTH,Lateral Movement,https://github.com/S3cur3Th1sSh1t/SharpNamedPipePTH/blob/6ab648a47619983e242918903435de8c7393e131/SharpNamedPipePTH/Program.cs#L18,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/sharpcollection.csv,^ShitSecure$
\TestSVC,Get-System.ps1 default named pipe,SharPyShell,Privilege Escalation,https://github.com/antonioCoco/SharPyShell/blob/29718225791f11fd3d66dd03df4c05c414256630/modules/ps_modules/Get-System.ps1#L89,critical,medium,high,offensive_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SharPyShell.csv,^TestSVC$
\winpty-conin-*,JWrapper-Remote Access used by SimpleHelp 'Remote Access.exe'  RMM,SimpleHelp,RMM,https://simple-help.com/,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SimpleHelp.csv,^winpty-conin-.*
\winpty-conout-*,JWrapper-Remote Access used by SimpleHelp 'Remote Access.exe' RMM,SimpleHelp,RMM,https://simple-help.com/,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SimpleHelp.csv,^winpty-conout-.*
\winpty-control-*,JWrapper-Remote Access used by SimpleHelp 'Remote Access.exe'  RMM,SimpleHelp,RMM,https://simple-help.com/,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SimpleHelp.csv,^winpty-control-.*
\bizkaz,Snatch Ransomware,Snatch,Malware,https://thedfirreport.com/2020/06/21/snatch-ransomware/,critical,,critical,offensive_tool,detection rule,,https://thedfirreport.com/2020/06/21/snatch-ransomware/,^bizkaz$
\SpectorLiveLog,Spyware + EmailWorm,Spector,Malware,https://secure.lavasoft.com/mylavasoft/malware-descriptions/blog/TrojanWin32Swrort3b998b1844d,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^SpectorLiveLog$
\583da945-62af-10e8-4902-a8f205c72b2e,SolarWinds SUNBURST malware,SUNBURST,Malware,https://www.fireeye.com/blog/threat-research/2020/12/evasive-attacker-leverages-solarwinds-supply-chain-compromises-with-sunburst-backdoor.html,critical,,critical,offensive_tool,detection rule,,https://www.fireeye.com/blog/threat-research/2020/12/evasive-attacker-leverages-solarwinds-supply-chain-compromises-with-sunburst-backdoor.html,^583da945-62af-10e8-4902-a8f205c72b2e$
\Supremo_Client_2,used by supremo remote access software,supremo,RMM,https://www.supremocontrol.com,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv,^Supremo_Client_2$
\Supremo_Helper_2,used by supremo remote access software,supremo,RMM,https://www.supremocontrol.com,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv,^Supremo_Helper_2$
\Supremo_Service,used by supremo remote access software,supremo,RMM,https://www.supremocontrol.com,high,low,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv,^Supremo_Service$
\syelog,EDR bypassing,syelog,Defense Evasion,https://github.com/Signal-Labs/NtdllUnpatcher/blob/889ae63a80c857af386286ae0169a0cb40f28cc4/Detours-master/include/syelog.h#L21,critical,,critical,offensive_tool,detection rule,,https://github.com/Signal-Labs/NtdllUnpatcher/blob/889ae63a80c857af386286ae0169a0cb40f28cc4/Detours-master/include/syelog.h#L21,^syelog$
\tailscale-test,Tailscale,Tailscale,Defense Evasion,https://github.com/tailscale/tailscale/blob/2fa219440bb5b408866413647ed92dac265ad919/safesocket/basic_test.go#L24,high,,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tailscale.csv,^tailscale-test$
\tailscale*,Tailscale,Tailscale,Defense Evasion,https://github.com/tailscale/tailscale/blob/2fa219440bb5b408866413647ed92dac265ad919/safesocket/basic_test.go#L24,high,,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tailscale.csv,^tailscale.*
\ProtectedPrefix\Administrators\Tailscale\tailscaled,Tailscale,Tailscale,Defense Evasion,https://github.com/tailscale/tailscale/blob/2fa219440bb5b408866413647ed92dac265ad919/safesocket/basic_test.go#L24,high,,high,greyware_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tailscale.csv,^ProtectedPrefix\Administrators\Tailscale\tailscaled$
\__tat_anon_pipe__*,"TAT agent is an agent written in Rust, which run in CVM - Lighthouse or CPM 2.0 instances. Its role is to run commands remotely without ssh login",Tencent,C2,https://github.com/Tencent/tat-agent/blob/930fa2040b8dc5b43c7f86070a3dfa3530003726/src/executor/windows.rs#L357,medium,,medium,offensive_tool,detection rule,false positive: legitimate usage of TencentCloud Automation Tools,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tailscale.csv,^__tat_anon_pipe__.*
\tenketsu,metasploit clone for linux,tenketsu,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127,critical,,critical,offensive_tool,detection rule,,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127,^tenketsu$
\tenketsuProxy,metasploit clone for linux,tenketsu,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127,critical,,critical,offensive_tool,detection rule,,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/byakugan/tenketsu.cpp#L127,^tenketsuProxy$
\TIOR_Err,pipe redirector from metasploit bypassuac TIOR,thg-framework,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,critical,,critical,offensive_tool,detection rule,,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,^TIOR_Err$
\TIOR_In,pipe redirector from metasploit bypassuac TIOR,thg-framework,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,critical,,critical,offensive_tool,detection rule,,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,^TIOR_In$
\TIOR_Out,pipe redirector from metasploit bypassuac TIOR,thg-framework,Exploitation,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,critical,,critical,offensive_tool,detection rule,,https://github.com/killvxk/thg-framework/blob/fab929cd77c91373ebc4212bd4e5891b54f0fb1b/data/source/exploits/bypassuac/Redirector.cpp#L7,^TIOR_Out$
\TVN_log_pipe_public_name,TightVNC default named pipe,TightVNC,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,C:\Program Files (x86)\TightVNC\tvnserver.exe	,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tightvnc.csv,^TVN_log_pipe_public_name$
\TVN_log_pipe_public_name,TightVNC default named pipe also used by EHORUS RMM,EHORUS RMM,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/G-H/EHORUS RMM.csv,^TVN_log_pipe_public_name$
\TightVNC_Service_Control,TightVNC default named pipe,TightVNC,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,C:\Program Files (x86)\TightVNC\tvnserver.exe	,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tightvnc.csv,^TightVNC_Service_Control$
\TightVNC_Service_Control,TightVNC default named pipe also used by EHORUS RMM,EHORUS RMM,RMM,https://www.tightvnc.com,high,none,high,greyware_tool,Hunting,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/G-H/EHORUS RMM.csv,^TightVNC_Service_Control$
\mlnhcpkomdeavomsjalt,TightVNC default named pipe,TightVNC,RMM,https://www.tightvnc.com,high,low,high,greyware_tool,Hunting,C:\Program Files (x86)\TightVNC\tvnserver.exe	,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tightvnc.csv,^mlnhcpkomdeavomsjalt$
\tokenvator,A tool to elevate privilege with Windows Tokens,Tokenvator,Privilege Escalation,https://github.com/0xbadjuju/Tokenvator/blob/f38c8be2b439adc87d40780a8705dbb7e1c5804d/Tokenvator/MainLoop.cs#L35,critical,,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Tokenvator.csv,^tokenvator$
*lacesomepipe,trickbot malware,trickbot,Malware,https://whitehat.eu/incident-response-case-study-featuring-ryuk-and-trickbot-part-2/,critical,,critical,offensive_tool,detection rule,,https://whitehat.eu/incident-response-case-study-featuring-ryuk-and-trickbot-part-2/,^.*lacesomepipe$
\1510ea,trickbot malware,trickbot,Malware,https://thedfirreport.com/2021/01/11/trickbot-still-alive-and-well/,high,medium,medium,offensive_tool,Hunting,,https://thedfirreport.com/2021/01/11/trickbot-still-alive-and-well/,^1510ea$
\dce_33f8,trickbot shellcode,trickbot,Malware,https://thedfirreport.com/2021/01/11/trickbot-still-alive-and-well/,medium,low,medium,offensive_tool,Hunting,,https://thedfirreport.com/2021/01/11/trickbot-still-alive-and-well/,^dce_33f8$
\Scrooling*,Malware Truebot,Truebot,Malware,https://bazaar.abuse.ch/sample/717beedcd2431785a0f59d194e47970e9544fbf398d462a305f6ad9a1b1100cb/,high,low,high,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^Scrooling.*
\comnode,Turla malwares,Turla,Malware,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_turla.yar#L91,critical,,critical,offensive_tool,detection rule,,https://github.com/Neo23x0/signature-base/blob/857ac87b4b9fb5d71cdd5935766b330f71845a75/yara/apt_turla.yar#L91,^comnode$
\isapi_dg*,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^isapi_dg.*
\isapi_http,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^isapi_http$
\isapi_http1,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^isapi_http1$
\isapi_http2,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^isapi_http2$
\isapi_http3,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^isapi_http3$
\services_control,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^services_control$
\SQL*,sql named pipes - hunt for process anomalies - high FP rate - hunting only,MSSQL,Compliance,,low,high,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^SQL.*
\MSSQL*,sql named pipes - hunt for process anomalies - high FP rate - hunting only,MSSQL,Compliance,,low,high,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^MSSQL.*
\wininet_activate,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,,high,offensive_tool,detection rule,,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,^wininet_activate$
\VBoxGuest,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^VBoxGuest$
\VBoxMiniRdDN,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^VBoxMiniRdDN$
\VBoxMiniRdrDN,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^VBoxMiniRdrDN$
\VBoxTrayIPC,VirtualBox usage,VirtualBox,Defense Evasion,https://github.com/mthcht/awesome-lists,info,,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^VBoxTrayIPC$
\brutepipe,BruteRatel Pipe in sample,BruteRatel,C2,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/bruteratel.csv,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^brutepipe$
\vmware*,vmware usage,vmware,Compliance,https://github.com/mthcht/awesome-lists,info,,info,greyware_tool,Hunting,,https://github.com/mthcht/awesome-lists,^vmware.*
\vncdump-*,vnc password sniffer,vncdump,Credential Access,https://www.codebus.net/d-2v0u.html,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/U-W/vncpwdump.csv,^vncdump-.*
\xlibwait,Trojan:Win32/Warece.C Defender signature,Warece,Malware,https://www.hybrid-analysis.com/sample/78f6014919d9615e86d0496ca0c3758b29b115016b56f71172797117ad08277b?environmentId=120,critical,none,high,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^xlibwait$
\mviwait,Trojan:Win32/Warece.C Defender signature,Warece,Malware,https://www.hybrid-analysis.com/sample/78f6014919d9615e86d0496ca0c3758b29b115016b56f71172797117ad08277b?environmentId=120,critical,none,high,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^mviwait$
\C__WINDOWS_IEXPLORE.EXE,Trojan:Win32/Warece.C Defender signature,Warece,Malware,https://github.com/roadwy/DefenderYara/blob/9bbdb7f9fd3513ce30aa69cd1d88830e3cf596ca/Trojan/Win32/Warece/Trojan_Win32_Warece_C.yar#L10,critical,none,critical,offensive_tool,detection rule,,https://github.com/mthcht/awesome-lists,^C__WINDOWS_IEXPLORE.EXE$
\lsassw,Wild Neutron APT pipe,Wild Neutron,Malware,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,high,,high,offensive_tool,detection rule,,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,^lsassw$
\winsession,Wild Neutron APT pipe,Wild Neutron,Malware,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,high,,high,offensive_tool,detection rule,,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,^winsession$
\WinPwnagePipe,Winpwnage elevatemethod3.py,WinPwnage,Privilege Escalation,https://github.com/rootm0s/WinPwnage/blob/aed0389b4d20b61e3c6de611a3386d3e3fbcae01/winpwnage/functions/elevate/elevateMethod3.py#L21,critical,,critical,offensive_tool,detection rule,,https://github.com/rootm0s/WinPwnage/blob/aed0389b4d20b61e3c6de611a3386d3e3fbcae01/winpwnage/functions/elevate/elevateMethod3.py#L21,^WinPwnagePipe$
