permission,permission_type,permission_id,display_name,description,admin_consent_required,severity,severity_score,privileged,risk_family,resource,operation,constraint,scope_model,broad_scope,limited_or_resource_scoped,write_capability,read_capability,delete_capability,send_or_impersonation_capability,privilege_assignment_capability,control_plane,auth_or_credential_surface,business_data_exposure,security_data_exposure,device_management_surface,destructive_capability,recommended_handling,least_privilege_hint,risk_rationale,source,source_section,source_url,catalog_date,programmatic_catalog_query,risk_model,notes
OrgSettings-Microsoft365Install.Read.All,Delegated,8cbdb9f6-9c2e-451a-814d-ec606e5d0212,Read organization-wide Microsoft 365 apps installation settings,Allows the app to read organization-wide Microsoft 365 apps installation settings on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,OrgSettings-Microsoft365Install,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
OrgSettings-Todo.Read.All,Delegated,7ff96f41-f022-45ba-acd8-ef3f03063d6b,Read organization-wide Microsoft To Do settings,Allows the app to read organization-wide Microsoft To Do settings on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,OrgSettings-Todo,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
OrganizationalBranding.Read.All,Delegated,9082f138-6f02-4f3a-9f4d-5f3c2ce5c688,Read organizational branding information,"Allows the app to read the organizational branding information, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,OrganizationalBranding,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PartnerBilling.Read.All,Delegated,8804798e-5934-4e30-8ce3-ef88257cecd4,Read all billing data for your company's tenant,"Allows the app to read all of billing data from Microsoft for your company's tenant, on behalf of the signed-in user. This includes reading billed and unbilled Usage and Invoice reconciliation data.",Yes,Low,27,false,Low-risk or narrow resource access,PartnerBilling,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PeopleSettings.Read.All,Delegated,ec762c5f-388b-4b16-8693-ac1efbc611bc,Read tenant-wide people settings,Allows the application to read tenant-wide people settings on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,PeopleSettings,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintConnector.Read.All,Delegated,d69c2d6d-4f72-4f99-a6b9-663e32f8cf68,Read print connectors,Allows the application to read print connectors on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,PrintConnector,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
PrintSettings.Read.All,Delegated,490f32fd-d90f-4dd7-a601-ff6cdc1a3f6c,Read tenant-wide print settings,Allows the application to read tenant-wide print settings on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,PrintSettings,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ProgramControl.Read.All,Delegated,c492a2e1-2f8f-4caa-b076-99bbf6e40fe4,Read all programs that user can access,Allows the app to read programs and program controls that the signed-in user has access to in the organization.,Yes,Low,27,false,Low-risk or narrow resource access,ProgramControl,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ProvisioningLog.Read.All,Delegated,95aec97b-cf27-4a8d-a67d-42f60b5b38ef,Read provisioning log data,"Allows the app to read and query your provisioning log activities, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,ProvisioningLog,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SearchConfiguration.Read.All,Delegated,7d307522-aa38-4cd0-bd60-90c6f0ac50bd,Read your organization's search configuration,"Allows the app to read search configuration, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,SearchConfiguration,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SecurityCopilotWorkspaces.Read.All,Delegated,84499c31-ac2e-44d3-a0cf-a6c386d4dfe8,Read all Security Copilot resources for the signed-in user,Allows the app to read all Security Copilot signed-in user's resources on behalf of the signed-in user,No,Low,27,false,Security / audit / compliance data,SecurityCopilotWorkspaces,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,true,false,false,Usually acceptable if app is trusted and purpose is clear,Restrict to approved security tooling; monitor for mass export or write actions.,delegated token; bounded by signed-in user privileges; tenant/org/all scope; read/list capability; security/audit/compliance data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SensitivityLabels.Read.All,Delegated,8b377c27-ea19-4863-a948-8a8588c8f2c3,Get labels app scope.,Allows the app to get sensitivity labels.,Yes,Low,27,false,Low-risk or narrow resource access,SensitivityLabels,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ServiceActivity-Exchange.Read.All,Delegated,1fe7aa48-9373-4a47-8df3-168335e0f4c9,Read all Exchange service activity,"Allows the app to read all Exchange service activity, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,ServiceActivity-Exchange,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ServiceActivity-Microsoft365Web.Read.All,Delegated,d74c75b1-d5a9-479d-902d-92f8f99182c1,Read all Microsoft 365 Web service activity,"Allows the app to read all Microsoft 365 Web service activity, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,ServiceActivity-Microsoft365Web,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ServiceHealth.Read.All,Delegated,55896846-df78-47a7-aa94-8d3d4442ca7f,Read service health,Allows the app to read your tenant's service health information on behalf of the signed-in user. Health information may include service issues or service health overviews.,Yes,Low,27,false,Low-risk or narrow resource access,ServiceHealth,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SharePointCrossTenantMigration.Read.All,Delegated,00dcb678-f9af-4e73-acb1-4f1657364629,Read SharePoint Cross-Tenant migration settings and tasks,"Allows the app to read your tenant's SharePoint Cross-Tenant migration settings and tasks, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,SharePointCrossTenantMigration,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SpiffeTrustDomain.Read.All,Delegated,9b4aa4b1-aaf3-41b7-b743-698b27e77ff6,Read SPIFFE trust domains and child resources,Allows the app to read your organization's SPIFFE trust domains and child resources on behalf of the user.,Yes,Low,27,false,Low-risk or narrow resource access,SpiffeTrustDomain,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
SubjectRightsRequest.Read.All,Delegated,9c3af74c-fd0f-4db4-b17a-71939e2a9d77,Read subject rights requests,Allows the app to read subject rights requests on behalf of the signed-in user,Yes,Low,27,false,Low-risk or narrow resource access,SubjectRightsRequest,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Subscription.Read.All,Delegated,5f88184c-80bb-4d52-9ff2-757288b2e9b7,Read all webhook subscriptions,Allows the app to read all webhook subscriptions on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,Subscription,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TeamsResourceAccount.Read.All,Delegated,ea2cbd09-253c-4f69-a0e6-07383c5f07cc,Read Teams resource accounts,Allows the app to read your tenant's resource accounts on behalf of the signed-in admin user.,Yes,Low,27,false,Teams / collaboration / meetings,TeamsResourceAccount,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,Prefer Teams RSC permissions scoped to the exact chat/team/user where possible.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TeamsUserConfiguration.Read.All,Delegated,5c469ce4-dab5-4afd-b9de-14f1ba4004a7,Read Teams user configurations,"Allows the app to read your tenant's user configurations on behalf of the signed-in admin user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc.",Yes,Low,27,false,Teams / collaboration / meetings,TeamsUserConfiguration,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,Prefer Teams RSC permissions scoped to the exact chat/team/user where possible.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Teamwork.Read.All,Delegated,594f4bb6-c083-4cf9-8aa8-213823bdf351,Read organizational teamwork settings,"Allows the app to read the teamwork settings of the organization, on behalf of the signed-in user.",Yes,Low,27,false,Teams / collaboration / meetings,Teamwork,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,Prefer Teams RSC permissions scoped to the exact chat/team/user where possible.,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TenantGovernance-Invitation.Read.All,Delegated,fda068e8-0524-485e-8d7f-b5bc29b0dae9,Read Tenant Governance invitations,Allows the application to list and read all Tenant Governance invitations on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,TenantGovernance-Invitation,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TenantGovernance-PolicyTemplate.Read.All,Delegated,ad222a15-813d-46b8-8f8d-1976a69a74f3,Read Tenant Governance policy templates,Allows the application to list and read all Tenant Governance policy templates on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,TenantGovernance-PolicyTemplate,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TenantGovernance-RelatedTenant.Read.All,Delegated,9caaca93-f090-4b9a-b4bb-17de251354d4,Read related tenants,Allows the application to list and read related tenants information on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,TenantGovernance-RelatedTenant,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TenantGovernance-Relationship.Read.All,Delegated,0b1c2458-4845-477b-a704-3cce8b06bf28,Read Tenant Governance relationships,Allows the application to list and read all Tenant Governance relationships on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,TenantGovernance-Relationship,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TenantGovernance-Request.Read.All,Delegated,a924b9f1-7af0-4982-aecf-b6e0e10b2830,Read Tenant Governance requests,Allows the application to list and read all Tenant Governance requests on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,TenantGovernance-Request,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
TenantGovernance-Setting.Read.All,Delegated,4ad3e05f-2467-49d9-baa2-8e4de7bcee9b,Read Tenant Governance settings,Allows the application to read Tenant Governance settings on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,TenantGovernance-Setting,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
ThreatIndicators.Read.All,Delegated,9cc427b4-2004-41c5-aa22-757b755e9796,Read all threat indicators,"Allows the app to read all the indicators for your organization, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,ThreatIndicators,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
Topic.Read.All,Delegated,79c4c76f-409a-4f98-884d-e2c09291ec26,Read topic items,Allows the app to read topics data on behalf of the signed-in user.,Yes,Low,27,false,Low-risk or narrow resource access,Topic,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
User-LifeCycleInfo.Read.All,Delegated,ed8d2a04-0374-41f1-aefe-da8ac87ccc87,Read all users' lifecycle information,"Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user.",Yes,Low,27,false,Low-risk or narrow resource access,User-LifeCycleInfo,Read,All,Delegated/user-bounded permission,true,false,false,true,false,false,false,false,false,false,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; read/list capability,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
User.Export.All,Delegated,405a51b5-8d8d-430b-9842-8be4b0e9f324,Export user's data,"Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).",Yes,Low,27,false,Business data / collaboration data,User,Export,All,Delegated/user-bounded permission,true,false,false,false,false,false,false,false,false,true,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
User.RevokeSessions.All,Delegated,fc30e98b-8810-4501-81f5-c20a3196387b,Revoke all sign in sessions for a user,"Allow the app to revoke all sign in sessions for a user, on behalf of a signed-in user.",Yes,Low,27,false,Business data / collaboration data,User,RevokeSessions,All,Delegated/user-bounded permission,true,false,false,false,false,false,false,false,false,true,false,false,false,Usually acceptable if app is trusted and purpose is clear,,delegated token; bounded by signed-in user privileges; admin consent required; tenant/org/all scope; business/collaboration/user data exposure,Microsoft Graph permissions reference,All permissions,https://learn.microsoft.com/en-us/graph/permissions-reference,06/15/2026,"GET https://graph.microsoft.com/v1.0/servicePrincipals(appId='00000003-0000-0000-c000-000000000000')?$select=id,appId,displayName,appRoles,oauth2PermissionScopes,resourceSpecificApplicationPermissions",heuristic_v2_soc_identity_2026-06-18,
